boosts,damageDealt,DBNOs,kills,killStreaks,longestKill,walkDistance,weaponsAcquired
5,632.0,4,6,1,268.3,7276.0,7
5,1171.0,0,9,1,230.8,4403.0,6
7,1040.0,6,10,2,77.65,3278.0,3
4,1249.0,0,14,2,253.2,2534.0,7
6,844.4,3,6,3,196.2,2555.0,5
4,628.3,5,7,4,26.56,2654.0,4
7,659.8,0,7,1,176.2,3078.0,2
6,1106.0,6,11,2,98.76,3549.0,9
3,659.2,3,7,2,496.7,3662.0,7
1,642.9,7,8,3,53.9,1863.0,5
11,680.7,6,9,2,61.34,2372.0,3
6,1550.0,12,14,4,610.4,4065.0,7
9,691.8,6,8,4,116.6,2509.0,7
6,1296.0,6,14,3,247.2,2604.0,7
2,1153.0,8,9,3,32.06,1133.0,3
2,645.1,3,6,2,83.14,1570.0,4
2,676.3,6,7,2,115.1,2644.0,2
8,568.1,5,6,2,59.12,2939.0,4
10,630.7,7,9,2,60.7,2570.0,12
4,1023.0,6,13,2,214.4,3227.0,7
5,683.8,5,5,1,140.6,2274.0,5
8,872.9,0,7,1,108.4,2366.0,5
8,549.7,4,6,2,148.0,2676.0,6
9,990.4,5,10,2,189.7,5811.0,6
7,1163.0,5,10,3,79.53,2799.0,4
8,908.3,6,9,2,207.7,3126.0,6
2,1540.0,14,14,2,627.7,2132.0,7
8,1338.0,8,10,2,91.6,3331.0,6
3,779.7,4,7,2,58.4,1648.0,5
4,1142.0,6,9,3,182.5,3816.0,6
6,1579.0,12,16,3,177.2,3134.0,6
1,725.3,5,8,2,54.28,614.2,2
5,564.1,4,6,2,159.1,4522.0,7
3,612.8,4,7,3,228.7,3566.0,7
2,875.8,5,9,2,235.4,4963.0,5
5,698.0,4,5,1,84.82,2936.0,4
3,812.7,0,7,1,129.5,2463.0,3
5,752.2,3,8,2,242.9,2164.0,5
2,1059.0,0,10,3,52.68,1018.0,3
4,571.0,0,7,1,54.49,2098.0,3
2,556.1,5,8,2,172.8,2813.0,7
2,497.4,6,6,2,33.79,2536.0,3
2,594.7,5,7,3,101.6,2960.0,4
7,589.4,4,8,2,44.14,3170.0,10
5,1050.0,5,9,3,112.8,2839.0,7
4,710.8,4,8,2,92.19,5659.0,5
4,525.3,4,6,2,375.6,2912.0,6
2,654.7,5,8,3,242.8,3884.0,3
5,719.8,5,8,2,90.36,2370.0,4
5,973.0,0,8,1,219.1,1948.0,5
7,728.7,4,7,2,102.9,2844.0,5
7,599.0,5,7,2,141.1,2750.0,7
8,1155.0,7,11,2,113.5,2820.0,5
4,850.5,3,8,2,94.73,3436.0,6
3,452.7,2,6,2,157.4,2029.0,3
3,1136.0,10,9,3,193.6,2262.0,5
4,938.3,6,7,2,197.1,3825.0,9
4,705.9,4,8,2,106.3,4239.0,5
4,913.7,6,7,2,37.12,2293.0,6
7,2202.0,18,18,2,272.1,4011.0,8
5,1755.0,11,15,2,62.93,3222.0,3
5,472.4,3,6,2,88.83,4370.0,8
6,354.5,2,5,1,172.7,3418.0,8
5,784.1,5,7,3,311.4,3266.0,4
6,608.5,4,6,2,193.2,6465.0,5
7,751.4,0,9,2,200.6,2838.0,3
8,827.9,2,8,2,309.8,4079.0,7
4,766.4,3,8,4,124.8,2448.0,5
6,1557.0,12,13,3,134.4,3102.0,6
7,1052.0,6,10,2,91.42,3163.0,5
7,1079.0,6,9,3,176.7,2614.0,7
9,1140.0,0,12,2,158.7,3013.0,4
6,416.3,4,6,2,47.28,2769.0,3
5,770.0,7,7,3,168.4,2517.0,5
10,1218.0,9,10,4,168.1,3704.0,4
3,954.1,0,8,1,104.4,2798.0,5
5,937.9,6,8,2,154.8,4297.0,6
6,551.8,4,6,2,38.58,3543.0,4
9,999.8,8,9,2,79.74,4184.0,4
9,595.2,5,6,2,75.41,5329.0,5
3,942.6,6,7,3,47.99,2227.0,3
3,1768.0,9,17,2,566.8,2817.0,7
4,547.4,6,7,2,143.7,2794.0,3
3,317.3,3,5,2,59.36,2619.0,5
3,1075.0,7,10,2,93.77,1975.0,7
4,755.2,7,9,2,56.44,3511.0,7
2,599.0,4,8,2,335.6,3737.0,6
3,478.6,2,4,2,119.4,3157.0,8
4,1294.0,0,12,3,60.86,2494.0,7
6,1000.0,8,8,2,67.93,2514.0,7
4,372.2,0,3,1,39.21,1920.0,3
6,468.4,2,5,2,315.8,4115.0,5
2,734.9,5,9,2,71.28,3371.0,6
6,745.0,0,8,1,79.38,2146.0,4
10,1406.0,7,12,2,248.9,3595.0,9
7,882.6,4,8,1,199.5,3630.0,3
3,900.0,4,11,2,201.9,2584.0,15
5,1445.0,0,12,2,63.75,2731.0,4
4,498.8,1,5,1,174.2,3253.0,7
6,424.8,2,6,2,147.0,2901.0,6
7,1138.0,3,7,2,228.1,4443.0,6
8,1041.0,5,6,2,115.5,3315.0,4
5,772.6,5,9,3,37.5,690.8,6
4,655.9,5,7,1,91.59,1872.0,3
6,932.7,6,8,3,39.18,2762.0,4
1,705.4,4,6,3,148.1,2516.0,6
7,757.1,4,8,2,127.6,2927.0,4
3,779.7,8,7,2,78.18,2067.0,5
3,472.9,5,7,2,206.1,3759.0,7
5,845.9,9,8,2,386.4,1848.0,5
6,1044.0,0,10,2,196.8,3138.0,4
6,730.6,6,8,3,117.6,2513.0,2
3,748.9,5,7,2,92.13,2855.0,5
4,537.4,3,6,1,121.4,3367.0,4
4,643.5,3,6,2,65.78,2141.0,4
7,1036.0,8,11,2,174.7,2792.0,5
3,758.8,7,7,3,153.5,2720.0,3
4,347.4,5,5,2,113.5,2216.0,7
7,817.6,5,8,2,108.6,2844.0,4
5,542.0,3,6,2,106.9,3964.0,4
10,1347.0,7,13,3,142.9,3662.0,5
6,875.0,7,6,2,286.1,1933.0,7
6,1096.0,0,10,1,69.7,2684.0,9
0,789.2,1,7,2,50.25,2393.0,5
5,475.7,3,6,2,258.0,3663.0,9
5,1103.0,8,8,2,246.0,3208.0,8
2,592.2,7,7,1,174.2,3097.0,7
2,675.4,7,9,2,221.2,2907.0,3
5,1512.0,10,10,3,118.1,2332.0,2
7,755.1,7,7,2,60.12,2247.0,4
4,664.6,4,8,2,120.1,3140.0,8
4,1342.0,8,13,2,69.53,2513.0,5
10,648.3,3,7,3,153.6,3154.0,7
6,628.8,4,6,1,166.6,2950.0,6
6,768.6,2,8,2,141.4,3015.0,5
7,644.9,3,7,2,71.64,3224.0,8
1,662.7,0,8,1,161.5,2303.0,5
4,655.2,5,8,2,110.7,4045.0,3
5,560.6,3,6,2,179.1,3560.0,7
3,476.1,4,7,2,250.7,3595.0,5
5,736.0,5,7,3,259.9,4767.0,5
3,607.0,0,6,2,55.36,2291.0,10
5,937.5,5,10,2,110.3,3232.0,6
8,734.3,3,9,2,271.6,3455.0,7
8,1421.0,12,15,3,107.9,3127.0,6
3,378.0,2,5,2,188.8,2657.0,4
4,1017.0,0,9,1,92.53,3746.0,7
1,856.7,8,10,2,261.8,1457.0,3
5,1255.0,6,10,2,178.0,4556.0,8
5,1087.0,7,7,2,99.97,3085.0,6
5,774.4,3,6,2,66.39,2759.0,4
5,470.6,3,5,2,75.06,4137.0,6
2,1021.0,9,9,3,171.2,2213.0,6
6,653.4,5,7,2,160.7,3542.0,4
0,870.6,0,9,2,272.2,2427.0,4
2,1039.0,5,10,2,323.3,3731.0,7
7,544.0,4,6,2,40.47,3833.0,5
5,1023.0,0,10,2,52.41,2458.0,10
4,607.5,2,5,1,52.35,3171.0,9
9,919.4,5,7,2,174.5,3480.0,5
3,844.3,8,9,2,54.08,2905.0,7
8,785.5,0,9,2,59.03,3123.0,6
2,793.7,0,8,2,83.28,2323.0,8
11,629.4,0,8,1,86.07,2645.0,9
3,647.5,3,7,2,57.55,3290.0,3
9,842.4,7,9,2,84.83,3736.0,7
4,1036.0,4,10,2,25.45,2811.0,8
4,796.1,5,10,2,116.8,3728.0,4
7,1718.0,11,13,3,87.35,2890.0,6
4,401.8,3,7,2,104.7,3322.0,3
6,676.8,5,8,2,124.4,3653.0,6
1,1005.0,11,9,3,67.29,1157.0,8
4,556.4,2,5,2,64.26,3629.0,6
2,562.3,3,6,2,68.85,1635.0,3
1,396.7,5,7,2,91.58,1686.0,4
3,415.4,5,7,3,175.0,3707.0,7
3,1420.0,0,12,2,127.0,2425.0,4
5,1159.0,7,8,2,121.0,3207.0,6
5,631.8,6,7,2,94.46,2385.0,7
5,1115.0,8,11,3,163.1,2975.0,2
9,680.0,0,7,1,59.87,3340.0,4
7,1032.0,7,12,2,187.2,3311.0,5
5,741.8,3,8,3,68.86,3167.0,6
4,1030.0,7,9,2,264.4,3294.0,8
5,959.5,3,9,2,40.91,2490.0,6
6,813.2,2,9,2,38.68,3068.0,4
3,454.6,5,7,2,339.0,2464.0,11
11,722.2,0,7,1,62.68,2853.0,8
4,753.7,4,8,3,120.2,3257.0,7
2,515.5,4,7,2,132.5,2843.0,4
6,739.4,0,8,2,49.38,2763.0,6
6,661.0,0,7,2,122.1,2337.0,6
7,1624.0,8,11,2,139.2,3502.0,7
8,876.1,4,9,2,143.8,2477.0,4
6,939.0,0,10,1,327.4,3411.0,6
4,676.4,3,5,1,183.4,2551.0,4
5,780.3,3,8,2,73.77,2366.0,4
3,1289.0,5,9,2,133.9,1896.0,4
5,451.3,4,6,3,130.5,3910.0,4
9,711.8,2,7,2,63.44,3573.0,8
5,996.6,4,7,1,182.0,3042.0,5
6,273.3,2,5,2,70.11,2728.0,6
2,807.6,3,10,3,178.6,3865.0,7
4,674.3,0,6,1,127.2,2763.0,6
8,779.2,5,6,2,156.4,3534.0,8
4,968.7,7,11,3,172.4,3312.0,6
5,2102.0,13,14,5,348.4,3074.0,5
7,715.7,3,4,2,267.1,2169.0,4
11,865.9,4,6,2,240.3,3403.0,7
10,658.0,7,8,2,118.4,3376.0,5
5,588.3,4,7,2,82.2,2690.0,8
6,600.2,8,8,3,102.2,2560.0,2
8,803.8,0,10,1,223.2,2107.0,4
4,548.0,3,7,2,108.7,2251.0,8
6,806.8,3,10,2,83.86,2640.0,7
7,732.4,4,6,2,347.5,3717.0,5
10,974.2,0,9,1,160.7,3191.0,8
2,600.0,2,6,2,41.76,802.6,3
5,843.0,5,7,2,87.41,2445.0,17
4,1782.0,0,14,2,161.9,3156.0,6
8,1021.0,5,7,2,142.5,3579.0,8
0,758.6,0,8,1,281.2,2572.0,10
6,1309.0,8,12,3,141.2,2483.0,5
10,638.5,0,8,1,100.7,2590.0,2
4,405.3,1,5,3,285.6,3206.0,3
4,819.2,3,9,2,122.0,3394.0,4
4,647.9,3,7,2,89.74,3524.0,6
8,809.9,0,8,2,415.8,4502.0,8
6,654.1,2,7,2,135.0,2716.0,5
9,1996.0,16,20,3,340.4,2975.0,13
5,734.9,6,9,4,50.72,5166.0,3
5,615.9,4,7,2,207.8,3130.0,5
9,749.6,0,8,1,195.7,2181.0,6
6,422.2,3,5,1,25.9,3198.0,6
8,713.0,3,8,2,102.3,2262.0,7
7,683.8,0,6,1,96.07,3480.0,6
5,711.8,3,5,1,160.1,2990.0,5
9,530.1,4,7,2,248.2,4037.0,6
2,1062.0,0,11,2,198.6,3310.0,4
2,620.8,7,9,2,37.74,2702.0,8
5,345.2,4,5,2,32.58,2352.0,5
3,540.2,1,6,2,162.3,2372.0,9
5,1089.0,4,8,2,239.0,2612.0,5
6,1074.0,8,10,2,241.1,3329.0,7
4,568.5,2,6,2,162.9,3453.0,4
3,2051.0,0,16,3,163.6,2242.0,6
6,817.9,6,9,3,231.8,3095.0,5
2,550.5,3,6,2,117.7,4774.0,4
6,865.4,8,8,4,88.73,1507.0,7
7,689.0,0,7,1,67.05,2862.0,5
3,946.3,5,10,3,78.95,3460.0,5
4,643.1,2,6,2,97.29,3267.0,4
6,296.5,3,5,2,66.32,4200.0,2
6,595.2,5,8,2,401.4,3042.0,11
4,751.0,5,8,3,90.2,2920.0,5
12,1011.0,9,10,2,69.44,2427.0,4
7,980.8,0,9,1,67.49,3268.0,3
4,697.4,3,8,2,153.2,2832.0,6
3,769.1,4,6,1,69.58,2933.0,5
4,517.1,4,7,3,126.4,4426.0,12
2,1252.0,7,12,2,176.2,2849.0,4
7,780.0,0,8,2,201.5,3548.0,6
1,1052.0,5,8,2,196.0,4176.0,7
5,744.3,6,9,2,88.45,2747.0,7
3,628.8,5,7,2,128.9,3163.0,5
6,665.4,1,6,2,217.7,3162.0,5
3,787.4,6,9,2,246.4,2172.0,9
7,770.7,4,7,2,51.69,2596.0,5
5,818.9,6,5,2,150.7,1600.0,4
7,516.9,4,5,2,41.22,2921.0,3
4,398.0,2,6,1,71.73,2738.0,5
3,716.0,6,6,2,38.45,1661.0,6
3,321.2,3,5,2,20.16,2448.0,5
4,554.4,6,7,2,155.8,3378.0,6
8,656.7,0,7,1,223.7,2787.0,5
5,675.3,6,7,3,110.6,2303.0,3
7,976.2,5,7,2,102.8,1865.0,5
2,867.4,11,11,2,77.46,215.8,8
3,485.0,5,5,2,120.1,2562.0,6
5,859.9,6,9,2,77.62,3375.0,3
4,501.9,2,6,2,24.47,2649.0,3
5,494.0,5,6,2,145.3,3114.0,3
2,515.5,4,6,2,28.22,1696.0,8
8,1560.0,9,10,2,91.54,2343.0,8
6,916.9,0,10,1,89.34,2430.0,7
9,621.8,5,7,3,51.21,3271.0,12
3,386.2,2,6,2,127.8,2925.0,5
2,645.7,3,5,2,32.68,1879.0,4
5,1079.0,5,8,3,81.65,5355.0,12
4,1032.0,0,9,1,108.9,3010.0,6
3,538.2,3,5,2,87.75,3740.0,10
5,801.7,5,7,2,92.16,3362.0,6
4,530.1,4,8,3,189.8,3240.0,5
3,1056.0,2,5,1,418.9,3669.0,5
3,516.5,2,6,2,100.5,2850.0,5
3,930.8,5,8,2,171.8,3430.0,5
6,1410.0,9,11,3,125.9,2157.0,8
3,984.4,7,9,4,67.06,1985.0,4
6,894.2,4,7,2,91.88,2863.0,5
3,704.7,3,8,2,109.9,3666.0,3
3,523.2,6,8,2,115.9,1673.0,3
4,594.5,4,8,3,249.3,4074.0,8
5,697.9,4,7,1,253.9,2107.0,7
3,865.3,5,8,2,57.91,1639.0,3
2,588.9,3,6,2,64.74,2186.0,1
4,865.7,7,9,3,29.34,874.2,5
7,778.1,0,10,2,68.76,2579.0,4
8,781.3,0,8,2,114.2,2223.0,7
5,829.6,6,10,3,54.79,3253.0,6
8,577.7,2,7,2,221.1,2943.0,8
7,1004.0,4,8,2,89.83,3493.0,3
5,1052.0,6,9,1,148.5,2664.0,6
5,477.2,3,6,2,80.22,2842.0,7
2,648.1,6,6,3,116.9,3063.0,8
9,1050.0,10,13,1,203.1,2426.0,5
5,1130.0,8,11,3,120.7,3044.0,6
4,566.7,3,6,2,26.9,3232.0,7
2,773.5,4,7,2,55.95,860.9,4
4,800.6,0,8,1,80.64,5456.0,6
4,619.5,3,5,2,36.63,3083.0,5
5,718.1,4,7,2,249.5,3236.0,5
7,401.5,1,4,1,51.09,2416.0,5
2,609.3,5,5,2,34.4,2636.0,4
11,1073.0,7,14,2,180.8,2707.0,3
5,647.5,0,5,1,131.7,2776.0,6
2,309.1,4,4,2,299.2,4221.0,3
6,476.2,5,6,2,70.22,3695.0,6
3,822.2,4,7,2,140.8,4268.0,7
2,1322.0,8,8,3,581.2,1346.0,8
3,730.2,3,7,2,76.3,1307.0,4
10,873.8,0,6,1,141.5,4030.0,3
8,636.2,0,6,1,135.4,3335.0,5
4,1654.0,0,16,2,204.8,3555.0,6
4,943.1,0,9,2,242.0,2741.0,7
4,1158.0,0,11,2,182.2,3112.0,5
2,519.6,3,4,2,87.61,2571.0,3
10,1336.0,0,13,2,162.2,2688.0,4
4,718.3,3,6,1,116.8,2729.0,4
6,1482.0,10,12,2,92.64,2733.0,6
9,1224.0,8,8,2,147.0,4577.0,4
1,396.7,2,6,2,73.47,3230.0,4
3,666.0,2,8,2,117.7,2633.0,7
6,771.6,5,8,2,99.71,2562.0,7
5,658.2,3,6,2,26.21,1870.0,5
3,443.1,4,5,1,127.4,1401.0,6
0,308.3,1,5,2,60.61,693.0,4
7,545.0,0,6,1,170.5,4766.0,5
3,915.9,3,8,2,33.7,2987.0,7
5,1620.0,13,11,2,633.6,3422.0,8
8,1018.0,9,9,2,318.8,4120.0,4
8,701.2,2,7,2,86.24,3370.0,9
4,990.7,6,11,2,134.1,2570.0,8
9,1640.0,11,9,2,285.2,4057.0,3
6,720.9,0,7,1,270.9,2800.0,4
4,1647.0,11,16,3,318.3,3413.0,7
6,660.0,0,6,1,94.74,2934.0,6
2,623.4,6,6,2,27.28,933.4,3
10,1873.0,9,17,2,213.3,2383.0,6
4,884.4,3,6,2,193.3,3191.0,5
2,621.4,4,6,3,44.15,2403.0,4
1,730.2,2,6,2,152.5,2653.0,5
4,602.5,3,6,3,205.9,2779.0,5
4,811.3,0,7,1,180.3,3507.0,3
7,633.7,4,8,2,198.9,2660.0,8
8,824.6,3,6,1,150.6,3267.0,4
3,459.6,6,8,2,85.75,2818.0,7
6,566.6,4,6,2,66.03,2981.0,7
5,954.6,7,8,2,108.7,3299.0,9
6,647.1,6,7,3,125.8,5731.0,8
5,712.7,0,6,1,173.3,2057.0,7
0,587.6,0,6,1,198.8,1222.0,2
5,775.4,4,10,2,224.2,3289.0,4
5,1728.0,9,15,2,302.5,3237.0,5
0,366.7,1,6,2,5.695,492.8,2
4,693.5,0,6,1,80.34,1584.0,5
5,903.5,0,7,1,108.4,2632.0,5
6,1161.0,9,11,3,239.2,2540.0,10
6,765.0,4,7,3,130.5,5286.0,6
6,925.7,0,9,1,185.2,2770.0,6
5,685.5,6,8,2,194.9,3005.0,3
9,784.1,7,8,2,127.3,3443.0,8
5,779.2,4,6,2,78.42,2328.0,8
0,514.0,4,5,1,39.39,526.9,2
6,647.0,4,6,2,41.35,3670.0,3
8,586.3,5,8,2,357.6,4860.0,6
8,568.2,4,7,2,47.02,3103.0,9
5,673.9,5,5,1,111.3,2863.0,7
5,1268.0,7,13,2,452.6,2648.0,8
5,1217.0,6,9,2,120.2,2615.0,4
5,558.0,0,5,1,85.63,1190.0,4
2,649.3,0,7,1,152.0,1280.0,5
3,901.3,9,8,3,126.2,2668.0,6
5,1140.0,8,12,2,112.0,3357.0,7
1,1583.0,11,16,3,159.6,2345.0,5
2,872.1,4,7,2,120.8,2746.0,8
6,625.6,2,6,2,42.56,2806.0,6
4,1171.0,4,10,2,138.8,3029.0,4
7,701.6,5,7,2,173.2,3134.0,5
10,1116.0,6,9,2,198.1,2410.0,6
8,1077.0,10,10,3,155.7,3187.0,7
5,1211.0,9,9,4,83.6,3143.0,8
1,911.3,7,7,3,83.04,774.9,4
2,581.0,3,6,2,63.95,1355.0,3
5,481.9,3,5,2,95.09,2465.0,4
5,909.3,0,9,2,96.24,2297.0,6
7,1060.0,7,7,3,104.3,3817.0,3
1,1476.0,0,11,2,119.8,4028.0,3
6,715.4,8,8,2,188.9,3162.0,3
6,684.0,7,9,2,193.3,3433.0,6
7,1079.0,9,9,2,149.0,3331.0,8
5,1051.0,0,11,2,138.8,2040.0,5
8,718.5,4,6,2,65.42,3286.0,6
5,1075.0,3,6,1,167.2,3224.0,6
16,1209.0,7,9,4,78.29,2333.0,7
4,796.8,7,7,2,254.9,2788.0,3
5,770.4,4,7,2,104.2,3264.0,4
4,1774.0,12,14,2,207.8,3013.0,7
9,979.6,5,10,2,138.6,2889.0,4
3,829.4,6,9,3,113.6,1115.0,5
1,574.1,4,6,4,31.17,2258.0,5
5,1440.0,0,13,2,114.7,3015.0,4
2,677.0,5,7,3,79.67,2617.0,7
5,1102.0,5,9,2,69.43,2706.0,10
3,336.3,2,4,2,41.81,1480.0,6
8,1232.0,11,13,4,401.6,3885.0,5
3,743.8,7,6,2,73.85,3804.0,3
6,929.2,10,10,2,202.4,2692.0,9
5,504.8,4,6,2,38.85,2397.0,5
3,616.3,2,7,2,151.1,1632.0,6
4,790.5,3,6,1,114.7,2936.0,7
3,635.4,5,7,2,147.2,2343.0,5
3,831.5,7,8,1,285.6,2134.0,4
4,749.0,7,8,3,55.16,2327.0,2
9,775.5,0,8,1,259.1,2974.0,7
9,1216.0,0,11,2,59.01,2771.0,4
9,867.9,5,10,2,184.1,2899.0,7
3,776.5,7,8,2,190.0,3732.0,6
4,633.7,5,6,2,368.3,2827.0,6
6,748.3,4,8,2,81.44,2962.0,7
4,700.0,6,7,2,242.4,4373.0,10
2,900.9,6,9,2,826.2,1068.0,7
3,714.7,2,6,2,109.5,2360.0,5
8,841.1,5,6,3,147.3,2478.0,8
5,977.7,4,7,1,219.5,3064.0,5
4,556.8,8,10,2,101.5,2819.0,5
8,1040.0,5,9,2,188.2,4433.0,5
5,586.4,0,6,1,138.4,2701.0,4
6,1037.0,0,10,2,73.77,2212.0,3
3,1279.0,7,10,3,90.98,1709.0,6
6,542.6,3,6,2,242.2,2399.0,7
4,401.7,6,6,3,67.12,3052.0,3
7,866.5,0,9,1,106.9,2949.0,4
5,437.7,3,8,2,185.7,2270.0,5
4,766.5,2,9,2,240.1,4286.0,6
6,1156.0,7,11,2,135.6,3558.0,3
4,966.3,5,9,3,75.75,4462.0,7
4,585.2,5,5,2,127.1,2691.0,6
4,701.9,4,7,2,80.13,2369.0,7
3,906.0,0,9,1,263.5,1872.0,10
8,787.7,5,9,2,41.21,2907.0,5
4,694.2,5,9,2,47.78,2583.0,6
6,850.7,8,8,3,90.87,2644.0,7
5,473.3,3,5,2,136.3,2984.0,5
9,879.5,5,9,2,221.0,4981.0,5
3,768.5,4,8,3,602.2,2075.0,4
2,594.4,2,7,2,156.7,2528.0,5
3,799.3,4,8,2,156.1,2305.0,2
11,995.6,8,10,3,295.7,3838.0,7
4,474.6,4,7,3,81.52,2331.0,4
4,872.7,4,7,2,87.32,2830.0,6
8,1474.0,6,10,2,153.0,3201.0,6
8,844.4,5,8,1,184.6,2994.0,3
5,336.0,1,4,2,108.6,3880.0,6
3,701.1,6,8,2,89.32,2322.0,3
5,628.8,5,6,1,194.4,3390.0,4
5,1176.0,7,9,4,156.3,3193.0,9
7,844.0,3,6,1,115.6,2412.0,4
6,449.9,2,5,2,75.27,3152.0,7
6,383.5,0,4,1,48.27,1365.0,4
4,912.6,5,8,1,111.0,3580.0,3
3,988.0,8,8,2,553.6,2140.0,3
5,1212.0,5,12,2,131.1,3794.0,6
6,600.0,0,6,1,19.83,2691.0,5
10,566.3,0,6,1,339.8,1332.0,8
5,1040.0,5,8,3,92.42,3555.0,3
10,1232.0,0,10,1,204.8,4371.0,9
5,1255.0,0,13,1,91.25,3061.0,5
5,923.7,7,9,3,93.93,2673.0,10
8,900.6,0,10,1,184.1,3168.0,7
2,674.9,6,8,2,259.8,2501.0,4
3,978.3,7,7,3,147.8,3856.0,10
2,627.1,4,6,3,52.0,1385.0,6
5,822.3,7,9,3,83.73,2678.0,4
6,963.7,3,9,2,100.9,3684.0,5
1,764.8,0,7,1,225.0,2626.0,6
5,709.0,3,6,2,216.1,2972.0,6
4,1223.0,6,11,2,34.14,4608.0,9
4,1251.0,0,14,2,201.5,3358.0,7
5,1001.0,3,8,1,100.8,3629.0,3
9,922.3,7,9,2,235.6,4318.0,4
5,810.2,0,8,1,77.99,1905.0,4
7,538.9,4,5,2,58.36,3099.0,5
8,631.6,6,6,2,105.3,2202.0,4
9,871.6,5,8,2,177.7,2988.0,4
7,1149.0,6,9,2,162.5,3049.0,5
2,813.4,4,7,1,106.4,3280.0,5
8,889.6,5,8,2,131.5,3618.0,5
5,758.3,4,9,2,168.8,4209.0,13
4,991.4,0,8,2,187.1,2303.0,9
3,583.9,3,6,1,133.0,3610.0,4
6,791.8,7,8,2,167.6,3255.0,4
0,452.1,4,5,3,32.85,457.7,2
3,728.4,1,5,1,36.38,3384.0,6
8,889.0,7,9,2,76.71,3215.0,6
5,445.5,3,7,2,92.91,3415.0,5
4,352.0,2,5,2,196.5,1665.0,7
1,707.9,0,7,1,214.9,3800.0,5
6,1001.0,0,10,2,115.7,4121.0,3
9,845.1,6,7,1,170.8,3502.0,5
7,810.7,3,7,2,63.3,2497.0,5
1,881.2,0,6,1,161.5,2919.0,8
4,575.5,3,7,3,149.9,3284.0,5
6,695.0,5,8,3,87.94,3086.0,7
5,689.1,5,7,2,76.5,3009.0,3
6,605.8,5,8,3,170.3,3891.0,20
3,526.5,4,5,1,378.9,3150.0,6
7,603.0,4,7,3,70.4,3457.0,12
1,335.0,4,5,2,104.4,1977.0,4
3,671.3,6,7,2,143.8,3506.0,4
5,719.5,8,8,2,112.6,3024.0,5
4,863.2,0,8,1,42.86,2255.0,5
5,535.8,4,5,2,95.21,1514.0,6
3,643.5,3,6,2,50.42,3164.0,6
1,797.0,6,9,2,418.3,5895.0,7
1,624.6,4,8,2,249.4,3331.0,9
7,1096.0,5,10,3,289.3,4091.0,7
5,659.2,4,7,2,67.74,3612.0,4
7,744.6,4,6,2,107.9,2317.0,3
6,789.1,5,7,3,254.6,2593.0,4
3,1067.0,0,8,3,85.72,1702.0,5
4,610.5,3,6,2,116.0,2881.0,4
2,1191.0,9,10,4,172.7,2830.0,5
7,1082.0,8,9,4,111.7,1626.0,4
3,456.6,2,5,2,58.74,3129.0,7
3,474.0,4,6,2,163.0,2124.0,4
3,684.5,5,6,2,157.0,2001.0,5
6,944.4,5,9,2,117.5,3083.0,5
1,685.1,6,7,2,172.2,2906.0,7
5,780.2,7,9,2,52.27,2538.0,6
5,874.5,7,7,2,356.2,4137.0,6
5,614.8,5,6,2,146.0,3228.0,6
7,952.4,2,8,2,170.0,5494.0,7
6,589.4,6,9,1,213.8,3802.0,6
2,961.3,4,9,2,33.98,1661.0,6
2,778.5,4,6,2,170.4,1750.0,5
3,1315.0,10,9,2,105.5,2233.0,3
9,1157.0,0,10,2,169.1,3963.0,11
7,896.2,5,7,1,106.4,1831.0,6
5,829.7,9,12,2,67.74,1924.0,5
5,880.5,3,8,2,112.6,3209.0,6
1,1610.0,14,10,2,505.1,3293.0,6
4,664.4,4,6,2,41.57,2668.0,4
2,859.0,3,6,2,87.68,2172.0,6
4,410.9,4,6,1,91.51,2313.0,3
5,602.1,7,9,2,116.2,3721.0,5
4,470.3,5,6,2,19.24,1772.0,5
6,668.8,0,6,1,105.6,2582.0,3
6,677.8,4,6,3,132.6,3589.0,5
4,999.1,5,7,2,60.18,2548.0,6
4,1017.0,4,8,2,226.5,1876.0,7
10,1663.0,8,11,2,71.78,3653.0,6
10,1465.0,8,13,2,219.5,3011.0,3
8,846.3,5,6,3,66.1,2788.0,5
5,657.8,6,7,3,74.0,2922.0,7
3,1780.0,11,13,5,369.1,3612.0,2
9,568.0,2,7,2,39.24,3631.0,7
4,633.7,0,7,2,81.57,3084.0,8
4,1116.0,7,10,2,162.7,3679.0,4
6,835.2,0,7,2,154.4,2796.0,5
10,813.7,4,8,2,176.9,3429.0,7
5,835.5,0,6,1,84.79,1662.0,7
5,1306.0,7,9,4,170.0,3739.0,7
4,843.7,0,9,2,159.7,5410.0,10
8,951.2,4,7,2,173.9,1928.0,9
7,935.5,6,10,3,192.1,3850.0,7
9,1278.0,10,10,4,124.1,3333.0,4
6,999.5,0,9,2,419.5,4113.0,9
9,796.6,4,7,2,171.6,4886.0,4
3,439.2,4,6,3,203.0,2839.0,4
5,680.8,0,7,1,50.83,1959.0,3
3,1002.0,6,12,3,54.37,1902.0,5
4,1212.0,7,8,2,125.4,1851.0,7
5,510.1,4,5,2,44.37,3837.0,4
6,993.8,7,14,2,260.1,3895.0,4
5,1112.0,9,12,3,90.77,4043.0,3
3,979.8,8,13,2,87.35,3985.0,6
4,799.0,0,7,2,101.3,1687.0,9
1,723.5,3,6,2,169.9,3646.0,6
9,1380.0,11,12,3,93.84,3741.0,3
6,996.9,0,9,1,259.0,2924.0,9
3,512.2,4,6,3,28.56,4049.0,7
